event_id,machine_id,sensor_type,sensor_value,unit,event_timestamp,line_id,shift_id,is_anomaly_flag,firmware_version
EVT-000093,MCH-015,VIBRATION,0.0443,count,2024-06-13T14:26:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000094,MCH-015,DEFECT_COUNT,10,count,2024-06-20T12:22:00.000Z,ASSEMBLY-LINE-02,SHIFT-B,False,v2.4.1
EVT-000095,MCH-014,CYCLE_TIME_SECONDS,19.4,count,2024-08-15T23:21:00.000Z,PACKAGING-01,SHIFT-A,False,v2.4.1
EVT-000096,MCH-008,PRESSURE,3.909,bar,2024-07-03T02:30:00.000Z,SMT-LINE-01,SHIFT-A,False,v2.4.1
EVT-000097,MCH-001,DOWNTIME_EVENT,1.0,count,2024-06-19T09:30:00.000Z,SMT-LINE-02,SHIFT-A,False,v2.4.1
EVT-000098,MCH-004,DOWNTIME_EVENT,1.0,count,2024-08-01T04:27:00.000Z,SMT-LINE-02,SHIFT-B,False,v2.4.1
EVT-000099,MCH-012,VIBRATION,0.039,count,2024-08-10T01:18:00.000Z,SMT-LINE-01,SHIFT-A,False,v2.4.1
EVT-000100,MCH-019,TEMPERATURE,59.28,celsius,2024-06-11T02:08:00.000Z,ASSEMBLY-LINE-01,SHIFT-C,False,v2.4.1
EVT-000101,MCH-013,GOOD_UNITS,310,count,2024-08-27T11:09:00.000Z,SMT-LINE-02,SHIFT-A,False,v2.4.1
EVT-000102,MCH-008,PRESSURE,4.117,bar,2024-08-15T20:24:00.000Z,PACKAGING-01,SHIFT-A,False,v2.4.1
EVT-000103,MCH-002,DEFECT_COUNT,13,count,2024-07-22T18:17:00.000Z,ASSEMBLY-LINE-01,SHIFT-A,False,v2.4.1
EVT-000104,MCH-001,GOOD_UNITS,306,count,2024-07-02T07:25:00.000Z,ASSEMBLY-LINE-02,SHIFT-A,False,v2.4.1
EVT-000105,MCH-015,VIBRATION,0.088,count,2024-07-04T05:12:00.000Z,ASSEMBLY-LINE-02,SHIFT-A,False,v2.4.1
EVT-000106,MCH-009,DOWNTIME_EVENT,1.0,count,2024-08-28T03:06:00.000Z,PACKAGING-01,SHIFT-B,False,v2.4.1
EVT-000107,MCH-019,CYCLE_TIME_SECONDS,17.2,count,2024-08-15T09:50:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000108,MCH-015,DOWNTIME_EVENT,1.0,count,2024-06-23T10:43:00.000Z,PACKAGING-01,SHIFT-C,False,v2.4.1
EVT-000109,MCH-016,DEFECT_COUNT,5,count,2024-06-03T20:41:00.000Z,ASSEMBLY-LINE-02,SHIFT-A,False,v2.4.1
EVT-000110,MCH-011,CYCLE_TIME_SECONDS,19.7,count,2024-06-24T18:22:00.000Z,PACKAGING-01,SHIFT-C,False,v2.4.1
EVT-000111,MCH-001,DOWNTIME_MINUTES,9.9,count,2024-07-21T20:08:00.000Z,SMT-LINE-01,SHIFT-A,False,v2.4.1
EVT-000112,MCH-018,CYCLE_COUNT,256,count,2024-07-15T17:18:00.000Z,ASSEMBLY-LINE-02,SHIFT-C,False,v2.4.1
EVT-000113,MCH-001,PRESSURE,4.116,bar,2024-07-12T01:03:00.000Z,SMT-LINE-02,SHIFT-B,False,v2.4.1
EVT-000114,MCH-016,DOWNTIME_MINUTES,2.5,count,2024-07-04T20:08:00.000Z,ASSEMBLY-LINE-02,SHIFT-C,False,v2.4.1
EVT-000115,MCH-015,CYCLE_TIME_SECONDS,20.4,count,2024-07-03T06:32:00.000Z,ASSEMBLY-LINE-01,SHIFT-B,False,v2.4.1
EVT-000116,MCH-007,DEFECT_COUNT,3,count,2024-08-05T21:40:00.000Z,PACKAGING-01,SHIFT-C,False,v2.4.1
EVT-000117,MCH-016,CYCLE_TIME_SECONDS,16.9,count,2024-06-20T22:41:00.000Z,PACKAGING-01,SHIFT-C,False,v2.4.1
EVT-000118,MCH-007,CYCLE_TIME_SECONDS,11.2,count,2024-06-10T09:36:00.000Z,SMT-LINE-02,SHIFT-B,False,v2.4.1
EVT-000119,MCH-018,VIBRATION,0.1035,count,2024-06-02T12:54:00.000Z,PACKAGING-01,SHIFT-B,False,v2.4.1
EVT-000120,MCH-016,PRESSURE,5.002,bar,2024-06-12T17:51:00.000Z,SMT-LINE-01,SHIFT-C,False,v2.4.1
EVT-000121,MCH-015,DEFECT_COUNT,5,count,2024-07-14T19:46:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000122,MCH-004,PRESSURE,4.104,bar,2024-07-14T17:36:00.000Z,SMT-LINE-01,SHIFT-A,False,v2.4.1
EVT-000123,MCH-010,PRESSURE,4.269,bar,2024-07-22T11:32:00.000Z,SMT-LINE-02,SHIFT-A,False,v2.4.1
EVT-000124,MCH-020,DOWNTIME_EVENT,1.0,count,2024-07-09T03:08:00.000Z,PACKAGING-01,SHIFT-A,False,v2.4.1
EVT-000125,MCH-015,TOTAL_OUTPUT,299,count,2024-07-05T20:56:00.000Z,PACKAGING-01,SHIFT-B,False,v2.4.1
EVT-000126,MCH-002,DOWNTIME_EVENT,1.0,count,2024-07-27T18:39:00.000Z,SMT-LINE-01,SHIFT-A,False,v2.4.1
EVT-000127,MCH-003,VIBRATION,0.1232,count,2024-06-25T08:07:00.000Z,SMT-LINE-02,SHIFT-A,False,v2.4.1
EVT-000128,MCH-020,TOTAL_OUTPUT,299,count,2024-08-02T23:57:00.000Z,SMT-LINE-01,SHIFT-A,False,v2.4.1
EVT-000129,MCH-015,PRESSURE,4.579,bar,2024-06-26T23:36:00.000Z,SMT-LINE-02,SHIFT-B,False,v2.4.1
EVT-000130,MCH-019,CYCLE_COUNT,188,count,2024-07-28T03:27:00.000Z,SMT-LINE-01,SHIFT-C,False,v2.4.1
EVT-000131,MCH-009,VIBRATION,0.1417,count,2024-06-14T19:28:00.000Z,ASSEMBLY-LINE-01,SHIFT-C,False,v2.4.1
EVT-000132,MCH-010,TOTAL_OUTPUT,293,count,2024-07-23T01:27:00.000Z,ASSEMBLY-LINE-02,SHIFT-C,False,v2.4.1
EVT-000133,MCH-009,DOWNTIME_MINUTES,2.6,count,2024-07-07T21:17:00.000Z,ASSEMBLY-LINE-02,SHIFT-A,False,v2.4.1
EVT-000134,MCH-014,DEFECT_COUNT,8,count,2024-08-21T04:58:00.000Z,SMT-LINE-01,SHIFT-A,False,v2.4.1
EVT-000135,MCH-019,DOWNTIME_EVENT,1.0,count,2024-08-01T15:01:00.000Z,SMT-LINE-01,SHIFT-C,False,v2.4.1
EVT-000136,MCH-002,VIBRATION,0.1305,count,2024-07-23T16:49:00.000Z,ASSEMBLY-LINE-02,SHIFT-C,False,v2.4.1
EVT-000137,MCH-009,VIBRATION,0.1628,count,2024-08-23T15:11:00.000Z,ASSEMBLY-LINE-02,SHIFT-A,False,v2.4.1
EVT-000138,MCH-011,DEFECT_COUNT,3,count,2024-07-08T10:03:00.000Z,SMT-LINE-02,SHIFT-B,False,v2.4.1
EVT-000139,MCH-010,GOOD_UNITS,306,count,2024-07-16T08:22:00.000Z,PACKAGING-01,SHIFT-A,False,v2.4.1
EVT-000140,MCH-009,DEFECT_COUNT,3,count,2024-06-29T21:04:00.000Z,ASSEMBLY-LINE-02,SHIFT-C,False,v2.4.1
EVT-000141,MCH-018,TOTAL_OUTPUT,303,count,2024-06-01T08:30:00.000Z,SMT-LINE-01,SHIFT-A,False,v2.4.1
EVT-000142,MCH-016,TOTAL_OUTPUT,314,count,2024-07-27T22:09:00.000Z,SMT-LINE-01,SHIFT-A,False,v2.4.1
EVT-000143,MCH-010,TOTAL_OUTPUT,318,count,2024-06-13T04:12:00.000Z,ASSEMBLY-LINE-02,SHIFT-A,True,v2.4.1
EVT-000144,MCH-020,CYCLE_COUNT,261,count,2024-07-28T14:18:00.000Z,SMT-LINE-02,SHIFT-B,False,v2.4.1
EVT-000145,MCH-014,PRESSURE,4.194,bar,2024-07-21T12:24:00.000Z,SMT-LINE-02,SHIFT-A,False,v2.4.1
EVT-000146,MCH-005,TOTAL_OUTPUT,319,count,2024-06-11T22:36:00.000Z,ASSEMBLY-LINE-01,SHIFT-C,False,v2.4.1
EVT-000147,MCH-016,TOTAL_OUTPUT,297,count,2024-07-09T01:39:00.000Z,ASSEMBLY-LINE-02,SHIFT-C,False,v2.4.1
EVT-000148,MCH-020,DOWNTIME_MINUTES,4.6,count,2024-06-18T14:23:00.000Z,SMT-LINE-02,SHIFT-A,False,v2.4.1
EVT-000149,MCH-014,DEFECT_COUNT,8,count,2024-08-12T03:47:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000150,MCH-019,DOWNTIME_EVENT,1.0,count,2024-08-16T11:29:00.000Z,ASSEMBLY-LINE-02,SHIFT-A,False,v2.4.1
EVT-000151,MCH-012,DEFECT_COUNT,12,count,2024-07-15T08:03:00.000Z,ASSEMBLY-LINE-02,SHIFT-B,False,v2.4.1
EVT-000152,MCH-008,DOWNTIME_EVENT,1.0,count,2024-08-29T12:32:00.000Z,ASSEMBLY-LINE-02,SHIFT-A,False,v2.4.1
EVT-000153,MCH-002,DEFECT_COUNT,15,count,2024-07-08T15:21:00.000Z,ASSEMBLY-LINE-02,SHIFT-B,False,v2.4.1
EVT-000154,MCH-005,TOTAL_OUTPUT,320,count,2024-08-12T09:00:00.000Z,SMT-LINE-01,SHIFT-A,False,v2.4.1
EVT-000155,MCH-011,PRESSURE,4.427,bar,2024-07-24T23:16:00.000Z,PACKAGING-01,SHIFT-B,True,v2.4.1
EVT-000156,MCH-014,VIBRATION,0.0894,count,2024-06-14T08:54:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000157,MCH-011,DOWNTIME_EVENT,1.0,count,2024-06-25T08:57:00.000Z,ASSEMBLY-LINE-02,SHIFT-C,False,v2.4.1
EVT-000158,MCH-018,GOOD_UNITS,310,count,2024-07-01T03:45:00.000Z,ASSEMBLY-LINE-01,SHIFT-C,False,v2.4.1
EVT-000159,MCH-016,DOWNTIME_MINUTES,0.1,count,2024-08-09T08:56:00.000Z,SMT-LINE-01,SHIFT-A,False,v2.4.1
EVT-000160,MCH-010,CYCLE_COUNT,271,count,2024-08-24T01:48:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000161,MCH-004,TOTAL_OUTPUT,295,count,2024-08-09T11:03:00.000Z,ASSEMBLY-LINE-01,SHIFT-A,False,v2.4.1
EVT-000162,MCH-002,CYCLE_TIME_SECONDS,16.3,count,2024-08-12T17:12:00.000Z,SMT-LINE-02,SHIFT-C,False,v2.4.1
EVT-000163,MCH-006,VIBRATION,0.153,count,2024-08-02T07:24:00.000Z,SMT-LINE-02,SHIFT-A,False,v2.4.1
EVT-000164,MCH-020,CYCLE_COUNT,207,count,2024-07-06T01:40:00.000Z,PACKAGING-01,SHIFT-A,False,v2.4.1
EVT-000165,MCH-009,TOTAL_OUTPUT,298,count,2024-07-29T07:31:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000166,MCH-018,VIBRATION,0.2062,count,2024-08-01T22:15:00.000Z,PACKAGING-01,SHIFT-B,False,v2.4.1
EVT-000167,MCH-009,TOTAL_OUTPUT,317,count,2024-07-09T20:55:00.000Z,ASSEMBLY-LINE-01,SHIFT-A,False,v2.4.1
EVT-000168,MCH-016,PRESSURE,4.524,bar,2024-08-17T22:08:00.000Z,SMT-LINE-02,SHIFT-B,False,v2.4.1
EVT-000169,MCH-010,CYCLE_TIME_SECONDS,22.7,count,2024-07-23T13:41:00.000Z,ASSEMBLY-LINE-02,SHIFT-B,True,v2.4.1
EVT-000170,MCH-002,DOWNTIME_EVENT,1.0,count,2024-08-18T23:46:00.000Z,ASSEMBLY-LINE-02,SHIFT-B,False,v2.4.1
EVT-000171,MCH-020,DEFECT_COUNT,7,count,2024-06-22T04:42:00.000Z,SMT-LINE-02,SHIFT-C,False,v2.4.1
EVT-000172,MCH-005,PRESSURE,4.278,bar,2024-08-09T00:35:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000173,MCH-019,DEFECT_COUNT,4,count,2024-06-04T06:53:00.000Z,SMT-LINE-01,SHIFT-B,False,v2.4.1
EVT-000174,MCH-006,CYCLE_COUNT,113,count,2024-07-09T01:40:00.000Z,PACKAGING-01,SHIFT-B,False,v2.4.1
EVT-000175,MCH-009,VIBRATION,0.1167,count,2024-08-23T09:32:00.000Z,ASSEMBLY-LINE-02,SHIFT-B,False,v2.4.1
EVT-000176,MCH-004,TOTAL_OUTPUT,320,count,2024-07-02T01:56:00.000Z,SMT-LINE-01,SHIFT-A,False,v2.4.1
EVT-000177,MCH-013,DOWNTIME_MINUTES,1.5,count,2024-06-21T18:51:00.000Z,ASSEMBLY-LINE-02,SHIFT-A,False,v2.4.1
EVT-000178,MCH-015,DEFECT_COUNT,8,count,2024-06-12T11:59:00.000Z,PACKAGING-01,SHIFT-B,False,v2.4.1
EVT-000179,MCH-012,PRESSURE,4.759,bar,2024-08-25T20:05:00.000Z,SMT-LINE-02,SHIFT-B,True,v2.4.1
EVT-000180,MCH-018,DEFECT_COUNT,7,count,2024-08-20T17:38:00.000Z,SMT-LINE-01,SHIFT-C,False,v2.4.1
EVT-000181,MCH-010,GOOD_UNITS,283,count,2024-08-23T00:35:00.000Z,SMT-LINE-02,SHIFT-A,False,v2.4.1
EVT-000182,MCH-016,PRESSURE,4.714,bar,2024-06-28T22:53:00.000Z,SMT-LINE-02,SHIFT-B,False,v2.4.1
EVT-000183,MCH-018,GOOD_UNITS,298,count,2024-08-01T06:41:00.000Z,SMT-LINE-02,SHIFT-B,False,v2.4.1
